text_features,amount,mcc,hour,category_id
АРСЕН,-508.71,5499,16,1
АРСЕН,-863.16,5499,16,1
АРСЕН,-473.48,5499,16,1
АРСЕН,-53.73,5499,16,1
АРСЕН,-165.57,5499,16,1
АРСЕН,-1495.65,5499,16,1
АРСЕН,-1756.33,5499,16,1
Portmone,-881.47,5999,16,0
Portmone,-372.88,5999,16,0
Portmone,-1424.97,5999,16,0
Portmone,-883.2,5999,16,0
Portmone,-1711.93,5999,16,0
Portmone,-593.35,5999,16,0
Portmone,-1072.24,5999,16,0
Portmone,-1154.55,5999,16,0
Від: Matvieieva Anastasiia,-1168.02,6012,15,9
Від: Matvieieva Anastasiia,-1020.2,6012,15,9
Від: Matvieieva Anastasiia,-1100.47,6012,15,9
Від: Matvieieva Anastasiia,-782.33,6012,15,9
Від: Matvieieva Anastasiia,-639.76,6012,15,9
Від: Matvieieva Anastasiia,-977.08,6012,15,9
Від: Matvieieva Anastasiia,-439.66,6012,15,9
Від: Matvieieva Anastasiia,-505.51,6012,15,9
Аврора,-953.24,5310,19,0
Аврора,-538.5,5310,19,0
Аврора,-1077.69,5310,19,0
Аврора,-367.7,5310,19,0
Аврора,-479.57,5310,19,0
Аврора,-1545.35,5310,19,0
Аврора,-684.79,5310,19,0
Аврора,-1087.79,5310,19,0
THRASH,-1849.41,5411,19,1
THRASH,-546.71,5411,19,1
THRASH,-1560.01,5411,19,1
THRASH,-849.87,5411,19,1
THRASH,-624.61,5411,19,1
THRASH,-785.49,5411,19,1
THRASH,-113.52,5411,19,1
THRASH,-604.95,5411,19,1
ГУДПС у Львівській області/71040000,-1387.19,4829,15,8
ГУДПС у Львівській області/71040000,-699.52,4829,15,8
ГУДПС у Львівській області/71040000,-620.27,4829,15,8
ГУДПС у Львівській області/71040000,-236.91,4829,15,8
ГУДПС у Львівській області/71040000,-1147.5,4829,15,8
ГУДПС у Львівській області/71040000,-1507.15,4829,15,8
ГУДПС у Львівській області/71040000,-1646.67,4829,15,8
ГУДПС у Львівській області/71040000,-833.9,4829,15,8
Від: Оксана Котик | Переказ дочці,-1777.43,4829,15,8
Від: Оксана Котик | Переказ дочці,-965.76,4829,15,8
Від: Оксана Котик | Переказ дочці,-1079.15,4829,15,8
Від: Оксана Котик | Переказ дочці,-1145.43,4829,15,8
Від: Оксана Котик | Переказ дочці,-773.61,4829,15,8
Від: Оксана Котик | Переказ дочці,-1181.53,4829,15,8
Від: Оксана Котик | Переказ дочці,-94.27,4829,15,8
Від: Оксана Котик | Переказ дочці,-1127.24,4829,15,8
АТБ,-1371.74,5499,11,1
АТБ,-1789.22,5499,11,1
АТБ,-1167.9,5499,11,1
АТБ,-698.15,5499,11,1
АТБ,-645.95,5499,11,1
АТБ,-1144.83,5499,11,1
АТБ,-391.58,5499,11,1
АТБ,-1468.84,5499,11,1
Portmone,-1490.48,7399,16,8
Portmone,-1556.96,7399,16,8
Portmone,-1784.19,7399,16,8
Portmone,-1960.5,7399,16,8
Portmone,-1026.04,7399,16,8
Portmone,-1097.76,7399,16,8
Portmone,-618.02,7399,16,8
Portmone,-559.18,7399,16,8
Скасування. Portmone,-1595.6,5999,16,0
Скасування. Portmone,-1261.8,5999,16,0
Скасування. Portmone,-517.45,5999,16,0
Скасування. Portmone,-1165.67,5999,16,0
Скасування. Portmone,-849.1,5999,16,0
Скасування. Portmone,-857.86,5999,16,0
Скасування. Portmone,-749.36,5999,16,0
Скасування. Portmone,-1392.28,5999,16,0
Rozetka,-138.92,5399,16,16
Rozetka,-1371.61,5399,16,16
Rozetka,-218.13,5399,16,16
Rozetka,-663.06,5399,16,16
Rozetka,-1316.25,5399,16,16
Rozetka,-1143.67,5399,16,16
Rozetka,-1972.77,5399,16,16
Rozetka,-1152.93,5399,16,16
Kokhman O. A.,-1854.23,5661,14,7
Kokhman O. A.,-541.78,5661,14,7
Kokhman O. A.,-862.63,5661,14,7
Kokhman O. A.,-593.53,5661,14,7
Kokhman O. A.,-270.0,5661,14,7
Kokhman O. A.,-442.52,5661,14,7
Kokhman O. A.,-676.56,5661,14,7
Kokhman O. A.,-966.9,5661,14,7
Від: Оксана Котик | Переказ дочці,-1076.16,4829,13,8
Від: Оксана Котик | Переказ дочці,-1543.68,4829,13,8
Від: Оксана Котик | Переказ дочці,-825.53,4829,13,8
Від: Оксана Котик | Переказ дочці,-454.34,4829,13,8
Від: Оксана Котик | Переказ дочці,-688.16,4829,13,8
Від: Оксана Котик | Переказ дочці,-1144.3,4829,13,8
Від: Оксана Котик | Переказ дочці,-1225.08,4829,13,8
Від: Оксана Котик | Переказ дочці,-353.67,4829,13,8
EasyPay,-855.7,4131,9,8
EasyPay,-837.48,4131,9,8
EasyPay,-1898.69,4131,9,8
EasyPay,-1859.99,4131,9,8
EasyPay,-499.69,4131,9,8
EasyPay,-1671.82,4131,9,8
EasyPay,-224.94,4131,9,8
EasyPay,-306.53,4131,9,8
Термінал mono,-679.72,4829,9,8
Термінал mono,-1983.59,4829,9,8
Термінал mono,-1798.65,4829,9,8
Термінал mono,-511.91,4829,9,8
Термінал mono,-462.07,4829,9,8
Термінал mono,-995.89,4829,9,8
Термінал mono,-991.93,4829,9,8
Термінал mono,-1806.39,4829,9,8
Виведення кешбеку 239.57₴,-589.59,4829,15,8
Виведення кешбеку 239.57₴,-1048.94,4829,15,8
Виведення кешбеку 239.57₴,-282.41,4829,15,8
Виведення кешбеку 239.57₴,-892.96,4829,15,8
Виведення кешбеку 239.57₴,-1631.99,4829,15,8
Виведення кешбеку 239.57₴,-1846.36,4829,15,8
Виведення кешбеку 239.57₴,-1467.69,4829,15,8
Виведення кешбеку 239.57₴,-478.39,4829,15,8
Дія,-236.5,9399,12,14
Дія,-1197.51,9399,12,14
Дія,-92.09,9399,12,14
Дія,-1454.14,9399,12,14
Дія,-722.58,9399,12,14
Дія,-1842.17,9399,12,14
Дія,-325.43,9399,12,14
Дія,-1094.59,9399,12,14
"Київстар
+380981099379,-1.0,4814,14,11",-445.44,0,0,0
"Київстар
+380981099379,-1.0,4814,14,11",-1428.85,0,0,0
"Київстар
+380981099379,-1.0,4814,14,11",-1225.05,0,0,0
"Київстар
+380981099379,-1.0,4814,14,11",-228.27,0,0,0
"Київстар
+380981099379,-1.0,4814,14,11",-1866.76,0,0,0
"Київстар
+380981099379,-1.0,4814,14,11",-1689.12,0,0,0
"Київстар
+380981099379,-1.0,4814,14,11",-108.41,0,0,0
"Київстар
+380981099379,-1.0,4814,14,11",-1345.84,0,0,0
Київстар,-528.73,4814,19,11
Київстар,-1643.77,4814,19,11
Київстар,-66.24,4814,19,11
Київстар,-739.89,4814,19,11
Київстар,-751.93,4814,19,11
Київстар,-1213.32,4814,19,11
Київстар,-756.62,4814,19,11
Київстар,-617.85,4814,19,11
Виплата кешбеку від держави,-1492.9,4829,5,8
Виплата кешбеку від держави,-1319.75,4829,5,8
Виплата кешбеку від держави,-819.29,4829,5,8
Виплата кешбеку від держави,-113.05,4829,5,8
Виплата кешбеку від держави,-1086.37,4829,5,8
Виплата кешбеку від держави,-405.32,4829,5,8
Виплата кешбеку від держави,-1595.44,4829,5,8
Виплата кешбеку від держави,-1589.09,4829,5,8
"Київстар
+380981099379,-30.0,4814,13,11",-867.02,0,0,0
"Київстар
+380981099379,-30.0,4814,13,11",-1103.28,0,0,0
"Київстар
+380981099379,-30.0,4814,13,11",-1403.35,0,0,0
"Київстар
+380981099379,-30.0,4814,13,11",-1534.98,0,0,0
"Київстар
+380981099379,-30.0,4814,13,11",-1547.06,0,0,0
"Київстар
+380981099379,-30.0,4814,13,11",-923.7,0,0,0
"Київстар
+380981099379,-30.0,4814,13,11",-1909.51,0,0,0
"Київстар
+380981099379,-30.0,4814,13,11",-1068.2,0,0,0
"Київстар
+380981099379,-5.0,4814,10,11",-1042.22,0,0,0
"Київстар
+380981099379,-5.0,4814,10,11",-1569.26,0,0,0
"Київстар
+380981099379,-5.0,4814,10,11",-1282.46,0,0,0
"Київстар
+380981099379,-5.0,4814,10,11",-223.79,0,0,0
"Київстар
+380981099379,-5.0,4814,10,11",-1424.11,0,0,0
"Київстар
+380981099379,-5.0,4814,10,11",-279.1,0,0,0
"Київстар
+380981099379,-5.0,4814,10,11",-25.62,0,0,0
"Київстар
+380981099379,-5.0,4814,10,11",-1406.61,0,0,0
Виплата кешбеку від держави,-1272.21,4829,1,8
Виплата кешбеку від держави,-1854.95,4829,1,8
Виплата кешбеку від держави,-665.29,4829,1,8
Виплата кешбеку від держави,-1990.62,4829,1,8
Виплата кешбеку від держави,-652.38,4829,1,8
Виплата кешбеку від держави,-1166.04,4829,1,8
Виплата кешбеку від держави,-189.78,4829,1,8
Виплата кешбеку від держави,-713.6,4829,1,8
"Київстар
+380981099379,-10.0,4814,13,11",-98.36,0,0,0
"Київстар
+380981099379,-10.0,4814,13,11",-55.12,0,0,0
"Київстар
+380981099379,-10.0,4814,13,11",-591.27,0,0,0
"Київстар
+380981099379,-10.0,4814,13,11",-1799.95,0,0,0
"Київстар
+380981099379,-10.0,4814,13,11",-163.7,0,0,0
"Київстар
+380981099379,-10.0,4814,13,11",-147.05,0,0,0
"Київстар
+380981099379,-10.0,4814,13,11",-810.52,0,0,0
"Київстар
+380981099379,-10.0,4814,13,11",-1661.53,0,0,0
"Київстар
+380981099379,-20.0,4814,13,11",-1598.44,0,0,0
"Київстар
+380981099379,-20.0,4814,13,11",-1582.1,0,0,0
"Київстар
+380981099379,-20.0,4814,13,11",-1627.81,0,0,0
"Київстар
+380981099379,-20.0,4814,13,11",-464.09,0,0,0
"Київстар
+380981099379,-20.0,4814,13,11",-1589.7,0,0,0
"Київстар
+380981099379,-20.0,4814,13,11",-689.9,0,0,0
"Київстар
+380981099379,-20.0,4814,13,11",-1413.72,0,0,0
"Київстар
+380981099379,-20.0,4814,13,11",-1047.17,0,0,0
"Київстар
+380981099379,-9.45,4814,14,11",-1465.62,0,0,0
"Київстар
+380981099379,-9.45,4814,14,11",-1636.49,0,0,0
"Київстар
+380981099379,-9.45,4814,14,11",-388.01,0,0,0
"Київстар
+380981099379,-9.45,4814,14,11",-1105.36,0,0,0
"Київстар
+380981099379,-9.45,4814,14,11",-1676.07,0,0,0
"Київстар
+380981099379,-9.45,4814,14,11",-1223.51,0,0,0
"Київстар
+380981099379,-9.45,4814,14,11",-1329.59,0,0,0
"Київстар
+380981099379,-9.45,4814,14,11",-1337.95,0,0,0
Виплата кешбеку від держави,-1233.16,4829,4,8
Виплата кешбеку від держави,-1871.25,4829,4,8
Виплата кешбеку від держави,-1903.33,4829,4,8
Виплата кешбеку від держави,-1696.24,4829,4,8
Виплата кешбеку від держави,-1878.02,4829,4,8
Виплата кешбеку від держави,-1433.43,4829,4,8
Виплата кешбеку від держави,-1574.6,4829,4,8
Виплата кешбеку від держави,-1224.84,4829,4,8
"Vodafone
+380669517034,-10.0,4814,13,11",-603.23,0,0,0
"Vodafone
+380669517034,-10.0,4814,13,11",-1902.69,0,0,0
"Vodafone
+380669517034,-10.0,4814,13,11",-813.0,0,0,0
"Vodafone
+380669517034,-10.0,4814,13,11",-1669.04,0,0,0
"Vodafone
+380669517034,-10.0,4814,13,11",-24.03,0,0,0
"Vodafone
+380669517034,-10.0,4814,13,11",-987.25,0,0,0
"Vodafone
+380669517034,-10.0,4814,13,11",-776.54,0,0,0
"Vodafone
+380669517034,-10.0,4814,13,11",-1552.0,0,0,0
"Київстар
+380981099379,-30.0,4814,14,11",-303.89,0,0,0
"Київстар
+380981099379,-30.0,4814,14,11",-1759.94,0,0,0
"Київстар
+380981099379,-30.0,4814,14,11",-1792.56,0,0,0
"Київстар
+380981099379,-30.0,4814,14,11",-1190.66,0,0,0
"Київстар
+380981099379,-30.0,4814,14,11",-1514.15,0,0,0
"Київстар
+380981099379,-30.0,4814,14,11",-1124.1,0,0,0
"Київстар
+380981099379,-30.0,4814,14,11",-673.36,0,0,0
"Київстар
+380981099379,-30.0,4814,14,11",-1006.71,0,0,0
"Київстар
+380981099379,-30.0,4814,3,11",-1944.68,0,0,0
"Київстар
+380981099379,-30.0,4814,3,11",-810.57,0,0,0
"Київстар
+380981099379,-30.0,4814,3,11",-449.86,0,0,0
"Київстар
+380981099379,-30.0,4814,3,11",-821.85,0,0,0
"Київстар
+380981099379,-30.0,4814,3,11",-1633.95,0,0,0
"Київстар
+380981099379,-30.0,4814,3,11",-1530.19,0,0,0
"Київстар
+380981099379,-30.0,4814,3,11",-887.07,0,0,0
"Київстар
+380981099379,-30.0,4814,3,11",-1953.68,0,0,0
"Київстар
+380981099379,-5.0,4814,19,11",-1969.39,0,0,0
"Київстар
+380981099379,-5.0,4814,19,11",-790.55,0,0,0
"Київстар
+380981099379,-5.0,4814,19,11",-1252.08,0,0,0
"Київстар
+380981099379,-5.0,4814,19,11",-39.92,0,0,0
"Київстар
+380981099379,-5.0,4814,19,11",-1545.36,0,0,0
"Київстар
+380981099379,-5.0,4814,19,11",-328.73,0,0,0
"Київстар
+380981099379,-5.0,4814,19,11",-1529.81,0,0,0
"Київстар
+380981099379,-5.0,4814,19,11",-1721.32,0,0,0
"Vodafone
+380669517034,-5.0,4814,14,11",-234.93,0,0,0
"Vodafone
+380669517034,-5.0,4814,14,11",-640.24,0,0,0
"Vodafone
+380669517034,-5.0,4814,14,11",-555.24,0,0,0
"Vodafone
+380669517034,-5.0,4814,14,11",-878.79,0,0,0
"Vodafone
+380669517034,-5.0,4814,14,11",-1126.1,0,0,0
"Vodafone
+380669517034,-5.0,4814,14,11",-1776.08,0,0,0
"Vodafone
+380669517034,-5.0,4814,14,11",-1539.15,0,0,0
"Vodafone
+380669517034,-5.0,4814,14,11",-1326.54,0,0,0
"Київстар
+380981099379,-17.0,4814,13,11",-1605.91,0,0,0
"Київстар
+380981099379,-17.0,4814,13,11",-908.04,0,0,0
"Київстар
+380981099379,-17.0,4814,13,11",-1761.64,0,0,0
"Київстар
+380981099379,-17.0,4814,13,11",-1667.02,0,0,0
"Київстар
+380981099379,-17.0,4814,13,11",-1816.93,0,0,0
"Київстар
+380981099379,-17.0,4814,13,11",-1496.54,0,0,0
"Київстар
+380981099379,-17.0,4814,13,11",-941.73,0,0,0
"Київстар
+380981099379,-17.0,4814,13,11",-1608.85,0,0,0
"Київстар
+380981099379,-5.0,4814,13,11",-1592.81,0,0,0
"Київстар
+380981099379,-5.0,4814,13,11",-174.35,0,0,0
"Київстар
+380981099379,-5.0,4814,13,11",-1862.21,0,0,0
"Київстар
+380981099379,-5.0,4814,13,11",-338.53,0,0,0
"Київстар
+380981099379,-5.0,4814,13,11",-448.1,0,0,0
"Київстар
+380981099379,-5.0,4814,13,11",-725.96,0,0,0
"Київстар
+380981099379,-5.0,4814,13,11",-1826.64,0,0,0
"Київстар
+380981099379,-5.0,4814,13,11",-1598.54,0,0,0
Виплата кешбеку від держави,-747.87,4829,3,8
Виплата кешбеку від держави,-1300.29,4829,3,8
Виплата кешбеку від держави,-1137.87,4829,3,8
Виплата кешбеку від держави,-1297.73,4829,3,8
Виплата кешбеку від держави,-746.7,4829,3,8
Виплата кешбеку від держави,-1110.17,4829,3,8
Виплата кешбеку від держави,-329.15,4829,3,8
Виплата кешбеку від держави,-1736.46,4829,3,8
"Київстар
+380981099379,-10.0,4814,15,11",-1944.62,0,0,0
"Київстар
+380981099379,-10.0,4814,15,11",-23.82,0,0,0
"Київстар
+380981099379,-10.0,4814,15,11",-1494.04,0,0,0
"Київстар
+380981099379,-10.0,4814,15,11",-573.94,0,0,0
"Київстар
+380981099379,-10.0,4814,15,11",-1599.94,0,0,0
"Київстар
+380981099379,-10.0,4814,15,11",-1437.5,0,0,0
"Київстар
+380981099379,-10.0,4814,15,11",-943.84,0,0,0
"Київстар
+380981099379,-10.0,4814,15,11",-1883.96,0,0,0
"Київстар
+380981099379,-30.0,4814,9,11",-553.12,0,0,0
"Київстар
+380981099379,-30.0,4814,9,11",-1866.99,0,0,0
"Київстар
+380981099379,-30.0,4814,9,11",-1546.41,0,0,0
"Київстар
+380981099379,-30.0,4814,9,11",-294.74,0,0,0
"Київстар
+380981099379,-30.0,4814,9,11",-1535.25,0,0,0
"Київстар
+380981099379,-30.0,4814,9,11",-1658.75,0,0,0
"Київстар
+380981099379,-30.0,4814,9,11",-1626.12,0,0,0
"Київстар
+380981099379,-30.0,4814,9,11",-1958.04,0,0,0
"Київстар
+380981099379,-30.0,4814,19,11",-205.57,0,0,0
"Київстар
+380981099379,-30.0,4814,19,11",-1049.86,0,0,0
"Київстар
+380981099379,-30.0,4814,19,11",-1711.17,0,0,0
"Київстар
+380981099379,-30.0,4814,19,11",-1811.72,0,0,0
"Київстар
+380981099379,-30.0,4814,19,11",-1615.09,0,0,0
"Київстар
+380981099379,-30.0,4814,19,11",-330.15,0,0,0
"Київстар
+380981099379,-30.0,4814,19,11",-1430.06,0,0,0
"Київстар
+380981099379,-30.0,4814,19,11",-1941.87,0,0,0
Виплата кешбеку від держави,-1297.95,4829,6,8
Виплата кешбеку від держави,-534.06,4829,6,8
Виплата кешбеку від держави,-137.55,4829,6,8
Виплата кешбеку від держави,-325.15,4829,6,8
Виплата кешбеку від держави,-1228.53,4829,6,8
Виплата кешбеку від держави,-653.72,4829,6,8
Виплата кешбеку від держави,-1012.73,4829,6,8
Виплата кешбеку від держави,-71.49,4829,6,8
"Vodafone
+380669517034,-12.0,4814,15,11",-469.78,0,0,0
"Vodafone
+380669517034,-12.0,4814,15,11",-483.87,0,0,0
"Vodafone
+380669517034,-12.0,4814,15,11",-1011.4,0,0,0
"Vodafone
+380669517034,-12.0,4814,15,11",-1229.22,0,0,0
"Vodafone
+380669517034,-12.0,4814,15,11",-730.1,0,0,0
"Vodafone
+380669517034,-12.0,4814,15,11",-1725.94,0,0,0
"Vodafone
+380669517034,-12.0,4814,15,11",-1070.81,0,0,0
"Vodafone
+380669517034,-12.0,4814,15,11",-1529.19,0,0,0
McDonald’s,-861.77,5814,14,2
McDonald’s,-83.1,5814,14,2
McDonald’s,-1649.04,5814,14,2
McDonald’s,-626.68,5814,14,2
McDonald’s,-1748.48,5814,14,2
McDonald’s,-1948.95,5814,14,2
McDonald’s,-1162.84,5814,14,2
McDonald’s,-1967.67,5814,14,2
Виплата кешбеку від держави,-1648.31,4829,7,8
Виплата кешбеку від держави,-1057.11,4829,7,8
Виплата кешбеку від держави,-914.01,4829,7,8
Виплата кешбеку від держави,-1912.2,4829,7,8
Виплата кешбеку від держави,-296.41,4829,7,8
Виплата кешбеку від держави,-1154.56,4829,7,8
Виплата кешбеку від держави,-1619.69,4829,7,8
Виплата кешбеку від держави,-93.31,4829,7,8
"Київстар
+380981099379,-100.0,4814,12,11",-1489.39,0,0,0
"Київстар
+380981099379,-100.0,4814,12,11",-1494.56,0,0,0
"Київстар
+380981099379,-100.0,4814,12,11",-1472.96,0,0,0
"Київстар
+380981099379,-100.0,4814,12,11",-182.77,0,0,0
"Київстар
+380981099379,-100.0,4814,12,11",-1739.91,0,0,0
"Київстар
+380981099379,-100.0,4814,12,11",-364.16,0,0,0
"Київстар
+380981099379,-100.0,4814,12,11",-1913.41,0,0,0
"Київстар
+380981099379,-100.0,4814,12,11",-1895.45,0,0,0
Оплата послуг ДІЯ,-1619.68,9399,10,14
Оплата послуг ДІЯ,-859.7,9399,10,14
Оплата послуг ДІЯ,-1336.08,9399,10,14
Оплата послуг ДІЯ,-687.84,9399,10,14
Оплата послуг ДІЯ,-1803.66,9399,10,14
Оплата послуг ДІЯ,-643.2,9399,10,14
Оплата послуг ДІЯ,-1437.52,9399,10,14
Оплата послуг ДІЯ,-1400.28,9399,10,14
Сплата Єдиного Податку ФОП,-396.58,9399,12,14
Сплата Єдиного Податку ФОП,-307.84,9399,12,14
Сплата Єдиного Податку ФОП,-132.86,9399,12,14
Сплата Єдиного Податку ФОП,-581.04,9399,12,14
Сплата Єдиного Податку ФОП,-534.78,9399,12,14
Сплата Єдиного Податку ФОП,-193.93,9399,12,14
Сплата Єдиного Податку ФОП,-1159.69,9399,12,14
Сплата Єдиного Податку ФОП,-1005.76,9399,12,14
Військовий збір,-1764.07,9399,11,14
Військовий збір,-1405.21,9399,11,14
Військовий збір,-1651.85,9399,11,14
Військовий збір,-1020.1,9399,11,14
Військовий збір,-1492.55,9399,11,14
Військовий збір,-782.62,9399,11,14
Військовий збір,-1304.78,9399,11,14
Військовий збір,-1357.08,9399,11,14
Податок на нерухомість,-1677.96,71040000,15,14
Податок на нерухомість,-417.68,71040000,15,14
Податок на нерухомість,-348.78,71040000,15,14
Податок на нерухомість,-316.12,71040000,15,14
Податок на нерухомість,-1404.31,71040000,15,14
Податок на нерухомість,-469.11,71040000,15,14
Податок на нерухомість,-1544.2,71040000,15,14
Податок на нерухомість,-47.15,71040000,15,14
BOLT,-788.06,4111,18,10
BOLT,-1267.8,4111,18,10
BOLT,-549.56,4111,18,10
BOLT,-21.82,4111,18,10
BOLT,-1383.75,4111,18,10
BOLT,-1598.7,4111,18,10
BOLT,-428.63,4111,18,10
BOLT,-1323.56,4111,18,10
UBER TRIP,-145.28,4111,9,10
UBER TRIP,-158.44,4111,9,10
UBER TRIP,-1903.11,4111,9,10
UBER TRIP,-221.07,4111,9,10
UBER TRIP,-1674.48,4111,9,10
UBER TRIP,-1886.0,4111,9,10
UBER TRIP,-1604.98,4111,9,10
UBER TRIP,-739.49,4111,9,10
Оплата паркування,-559.09,4111,13,10
Оплата паркування,-1532.6,4111,13,10
Оплата паркування,-217.55,4111,13,10
Оплата паркування,-1162.71,4111,13,10
Оплата паркування,-32.08,4111,13,10
Оплата паркування,-70.77,4111,13,10
Оплата паркування,-681.57,4111,13,10
Оплата паркування,-1800.78,4111,13,10
Rozetka.ua,-807.73,5722,20,3
Rozetka.ua,-366.02,5722,20,3
Rozetka.ua,-919.24,5722,20,3
Rozetka.ua,-1838.45,5722,20,3
Rozetka.ua,-1345.37,5722,20,3
Rozetka.ua,-1711.58,5722,20,3
Rozetka.ua,-705.16,5722,20,3
Rozetka.ua,-600.76,5722,20,3
Aliexpress,-1391.08,5722,22,3
Aliexpress,-982.12,5722,22,3
Aliexpress,-593.93,5722,22,3
Aliexpress,-595.32,5722,22,3
Aliexpress,-1800.17,5722,22,3
Aliexpress,-1285.73,5722,22,3
Aliexpress,-1721.54,5722,22,3
Aliexpress,-1300.49,5722,22,3
Оплата на Prom.ua,-862.78,5722,14,3
Оплата на Prom.ua,-1019.54,5722,14,3
Оплата на Prom.ua,-1552.76,5722,14,3
Оплата на Prom.ua,-1140.4,5722,14,3
Оплата на Prom.ua,-1690.07,5722,14,3
Оплата на Prom.ua,-429.77,5722,14,3
Оплата на Prom.ua,-1597.92,5722,14,3
Оплата на Prom.ua,-242.99,5722,14,3
MOYO,-1797.07,5734,16,4
MOYO,-33.57,5734,16,4
MOYO,-1636.82,5734,16,4
MOYO,-1698.8,5734,16,4
MOYO,-1761.58,5734,16,4
MOYO,-1679.26,5734,16,4
MOYO,-1174.59,5734,16,4
MOYO,-582.59,5734,16,4
Comfy,-1352.14,5734,17,4
Comfy,-845.66,5734,17,4
Comfy,-1637.2,5734,17,4
Comfy,-1787.35,5734,17,4
